Lemma	Wordlist	Rank	SFI	U	D	F	Rank	Coverage	Cumulative					
lose	1 - NGSL	305	64.997	316.04	0.9789	"89,276"	330	0.0003	0.70					
story	1 - NGSL	306	64.981	314.86	0.9061	"95,192"	311	0.0003	0.69					
almost	1 - NGSL	307	64.978	314.63	0.9797	"88,802"	332	0.0003	0.70					
continue	1 - NGSL	308	64.963	313.52	0.9546	"90,563"	322	0.0003	0.70					
stand	1 - NGSL	309	64.955	312.96	0.9277	"92,618"	317	0.0003	0.70					
whole	1 - NGSL	310	64.952	312.77	0.9849	"87,878"	340	0.0003	0.70					
yet	1 - NGSL	311	64.950	312.62	0.9700	"89,012"	331	0.0003	0.70					
rate	1 - NGSL	312	64.939	311.82	0.8645	"98,240"	302	0.0004	0.69					
care	1 - NGSL	313	64.931	311.25	0.9852	"87,430"	341	0.0003	0.70					
expect	1 - NGSL	314	64.930	311.14	0.9910	"86,945"	346	0.0003	0.71					
effect	1 - NGSL	315	64.927	310.93	0.8875	"95,645"	307	0.0003	0.69					
sort	1 - NGSL	316	64.925	310.79	0.8017	"104,635"	278	0.0004	0.68					
ever	1 - NGSL	317	64.923	310.69	0.9510	"90,005"	324	0.0003	0.70					
anything	1 - NGSL	318	64.916	310.18	0.9056	"93,793"	313	0.0003	0.70					
cause	1 - NGSL	319	64.896	308.71	0.9902	"86,329"	351	0.0003	0.71					
fall	1 - NGSL	320	64.893	308.56	0.9811	"86,981"	345	0.0003	0.71					
deal	1 - NGSL	321	64.893	308.55	0.9775	"87,275"	342	0.0003	0.70					
water	1 - NGSL	322	64.871	306.97	0.9799	"86,628"	348	0.0003	0.71					
send	1 - NGSL	323	64.864	306.47	0.9708	"87,203"	344	0.0003	0.71					
allow	1 - NGSL	324	64.842	304.96	0.9735	"86,567"	349	0.0003	0.71					
soon	1 - NGSL	325	64.836	304.50	0.8231	"99,740"	296	0.0004	0.69					
watch	1 - NGSL	326	64.805	302.34	0.9021	"91,658"	319	0.0003	0.70					
base	1 - NGSL	327	64.775	300.30	0.9159	"89,921"	326	0.0003	0.70					
probably	1 - NGSL	328	64.752	298.70	0.9296	"88,307"	336	0.0003	0.70					
suggest	1 - NGSL	329	64.736	297.60	0.9299	"87,885"	338	0.0003	0.70					
past	1 - NGSL	330	64.734	297.46	0.9929	"82,989"	362	0.0003	0.71					
power	1 - NGSL	331	64.718	296.35	0.9513	"85,834"	352	0.0003	0.71					
test	1 - NGSL	332	64.709	295.74	0.9180	"88,382"	335	0.0003	0.70					
visit	1 - NGSL	333	64.703	295.35	0.8692	"92,415"	318	0.0003	0.70					
center	1 - NGSL	334	64.696	294.86	0.9002	"89,563"	329	0.0003	0.70					
grow	1 - NGSL	335	64.688	294.29	0.9883	"82,437"	365	0.0003	0.71					
nothing	1 - NGSL	336	64.680	293.78	0.9163	"87,879"	339	0.0003	0.70					
return	1 - NGSL	337	64.680	293.77	0.9314	"86,678"	347	0.0003	0.71					
mother	1 - NGSL	338	64.671	293.17	0.9438	"85,463"	355	0.0003	0.71					
walk	1 - NGSL	339	64.634	290.69	0.9330	"85,602"	354	0.0003	0.71					
matter	1 - NGSL	340	64.628	290.24	0.9933	"80,940"	372	0.0003	0.71					
mind	1 - NGSL	341	64.618	289.58	0.9493	"84,001"	360	0.0003	0.71					
value	1 - NGSL	342	64.611	289.15	0.8420	"93,186"	315	0.0003	0.70					
office	1 - NGSL	343	64.592	287.84	0.9577	"82,875"	363	0.0003	0.71					
record	1 - NGSL	344	64.586	287.49	0.9372	"84,381"	359	0.0003	0.71					
stay	1 - NGSL	345	64.571	286.50	0.9321	"84,446"	358	0.0003	0.71					
force	1 - NGSL	346	64.566	286.15	0.9558	"82,546"	364	0.0003	0.71					
stop	1 - NGSL	347	64.545	284.80	0.9579	"81,983"	368	0.0003	0.71					
several	1 - NGSL	348	64.542	284.59	0.9656	"81,351"	369	0.0003	0.71					
light	1 - NGSL	349	64.529	283.72	0.9516	"82,120"	367	0.0003	0.71					
develop	1 - NGSL	350	64.509	282.41	0.9150	"84,615"	357	0.0003	0.71					
remember	1 - NGSL	351	64.504	282.07	0.9250	"83,717"	361	0.0003	0.71					
bit	1 - NGSL	352	64.495	281.50	0.8466	"90,290"	323	0.0003	0.70					
share	1 - NGSL	353	64.480	280.51	0.7381	"101,609"	290	0.0004	0.69					
real	1 - NGSL	354	64.465	279.58	0.9816	"78,786"	381	0.0003	0.72					
answer	1 - NGSL	355	64.457	279.04	0.9827	"78,554"	384	0.0003	0.72					
sit	1 - NGSL	356	64.443	278.17	0.8846	"85,777"	353	0.0003	0.71					
figure	1 - NGSL	357	64.434	277.61	0.9719	"78,904"	380	0.0003	0.72					
letter	1 - NGSL	358	64.425	277.02	0.8358	"89,616"	328	0.0003	0.70					
decide	1 - NGSL	359	64.412	276.16	0.9645	"79,021"	378	0.0003	0.72					
language	1 - NGSL	360	64.393	274.99	0.8552	"87,257"	343	0.0003	0.71					
subject	1 - NGSL	361	64.354	272.54	0.8748	"84,925"	356	0.0003	0.71					
class	1 - NGSL	362	64.348	272.15	0.9204	"81,129"	371	0.0003	0.71					
development	1 - NGSL	363	64.314	270.01	0.8223	"88,720"	333	0.0003	0.70					
town	1 - NGSL	364	64.305	269.49	0.8944	"82,309"	366	0.0003	0.71					
half	1 - NGSL	365	64.293	268.71	0.9814	"75,739"	400	0.0003	0.72					
minute	1 - NGSL	366	64.280	267.90	0.9657	"76,588"	393	0.0003	0.72					
food	1 - NGSL	367	64.279	267.87	0.9113	"80,494"	373	0.0003	0.71					
break	1 - NGSL	368	64.276	267.70	0.9818	"75,417"	403	0.0003	0.72					
clear	1 - NGSL	369	64.251	266.16	0.9905	"74,413"	412	0.0003	0.73					
future	1 - NGSL	370	64.243	265.64	0.9278	"78,663"	382	0.0003	0.72					
either	1 - NGSL	371	64.242	265.61	0.9790	"75,022"	407	0.0003	0.72					
ago	1 - NGSL	372	64.236	265.23	0.9414	"77,551"	388	0.0003	0.72					
per	1 - NGSL	373	64.236	265.22	0.8291	"86,558"	350	0.0003	0.71					
remain	1 - NGSL	374	64.236	265.21	0.9399	"77,614"	387	0.0003	0.72					
top	1 - NGSL	375	64.232	264.98	0.9567	"76,377"	396	0.0003	0.72					
among	1 - NGSL	376	64.229	264.77	0.9319	"78,060"	386	0.0003	0.72					
win	1 - NGSL	377	64.215	263.91	0.9137	"79,220"	377	0.0003	0.72					
color	1 - NGSL	378	64.204	263.28	0.7671	"91,506"	320	0.0003	0.70					
involve	1 - NGSL	379	64.157	260.43	0.9448	"75,907"	398	0.0003	0.72					
reach	1 - NGSL	380	64.153	260.22	0.9627	"74,573"	411	0.0003	0.72					
social	1 - NGSL	381	64.151	260.08	0.8812	"80,476"	374	0.0003	0.71					
period	1 - NGSL	382	64.128	258.72	0.8684	"81,163"	370	0.0003	0.71					
across	1 - NGSL	383	64.120	258.24	0.9449	"75,239"	406	0.0003	0.72					
note	1 - NGSL	384	64.119	258.14	0.9256	"76,560"	394	0.0003	0.72					
history	1 - NGSL	385	64.116	258.01	0.9392	"75,562"	401	0.0003	0.72					
create	1 - NGSL	386	64.115	257.93	0.9404	"75,467"	402	0.0003	0.72					
drive	1 - NGSL	387	64.113	257.83	0.9770	"72,950"	421	0.0003	0.73					
along	1 - NGSL	388	64.105	257.31	0.9637	"73,679"	418	0.0003	0.73					
type	1 - NGSL	389	64.091	256.51	0.9127	"77,024"	389	0.0003	0.72					
sound	1 - NGSL	390	64.084	256.08	0.9550	"73,902"	416	0.0003	0.73					
eye	1 - NGSL	391	64.074	255.52	0.7547	"89,963"	325	0.0003	0.70					
music	1 - NGSL	392	64.074	255.50	0.9366	"74,995"	408	0.0003	0.72					
game	1 - NGSL	393	64.071	255.33	0.9219	"76,010"	397	0.0003	0.72					
political	1 - NGSL	394	64.064	254.91	0.8770	"79,276"	376	0.0003	0.72					
free	1 - NGSL	395	64.058	254.56	0.9705	"72,449"	426	0.0003	0.73					
receive	1 - NGSL	396	64.052	254.22	0.9091	"76,614"	392	0.0003	0.72					
moment	1 - NGSL	397	64.045	253.82	0.9241	"75,371"	404	0.0003	0.72					
sale	1 - NGSL	398	64.041	253.55	0.7721	"88,069"	337	0.0003	0.70					
policy	1 - NGSL	399	64.037	253.33	0.8802	"78,608"	383	0.0003	0.72					
further	1 - NGSL	400	63.992	250.72	0.9172	"74,953"	409	0.0003	0.72					
body	1 - NGSL	401	63.983	250.22	0.9585	"71,982"	428	0.0003	0.73					
require	1 - NGSL	402	63.969	249.41	0.8497	"79,751"	375	0.0003	0.71					
wait	1 - NGSL	403	63.963	249.06	0.9239	"73,970"	415	0.0003	0.73					
general	1 - NGSL	404	63.952	248.44	0.9509	"71,991"	427	0.0003	0.73					
appear	1 - NGSL	405	63.950	248.31	0.9356	"72,952"	420	0.0003	0.73					
toward	1 - NGSL	406	63.949	248.23	0.9582	"71,431"	430	0.0003	0.73					
team	1 - NGSL	407	63.948	248.21	0.9242	"73,738"	417	0.0003	0.73					
easy	1 - NGSL	408	63.948	248.18	0.9752	"70,335"	437	0.0003	0.73					
individual	1 - NGSL	409	63.947	248.13	0.9013	"75,325"	405	0.0003	0.72					
full	1 - NGSL	410	63.945	248.03	0.9796	"70,016"	438	0.0003	0.73					
black	1 - NGSL	411	63.942	247.84	0.9389	"72,607"	424	0.0003	0.73					
sense	1 - NGSL	412	63.921	246.69	0.9560	"71,150"	431	0.0003	0.73					
perhaps	1 - NGSL	413	63.914	246.29	0.9539	"71,148"	432	0.0003	0.73					
add	1 - NGSL	414	63.889	244.85	0.9549	"70,677"	434	0.0003	0.73					
rule	1 - NGSL	415	63.883	244.53	0.9024	"74,217"	413	0.0003	0.73					
pass	1 - NGSL	416	63.862	243.32	0.9763	"68,887"	447	0.0003	0.73					
produce	1 - NGSL	417	63.859	243.18	0.9207	"72,454"	425	0.0003	0.73					
sell	1 - NGSL	418	63.857	243.03	0.9523	"70,348"	436	0.0003	0.73					
short	1 - NGSL	419	63.813	240.59	0.9877	"67,427"	456	0.0002	0.74					
agree	1 - NGSL	420	63.811	240.49	0.9847	"67,585"	455	0.0002	0.74					
law	1 - NGSL	421	63.789	239.28	0.9355	"70,356"	435	0.0003	0.73					
everything	1 - NGSL	422	63.769	238.17	0.9248	"70,703"	433	0.0003	0.73					
research	1 - NGSL	423	63.747	236.99	0.8802	"73,445"	419	0.0003	0.73					
cover	1 - NGSL	424	63.730	236.07	0.9721	"67,099"	459	0.0002	0.74					
paper	1 - NGSL	425	63.729	235.97	0.9681	"67,303"	458	0.0002	0.74					
position	1 - NGSL	426	63.724	235.74	0.9609	"67,686"	454	0.0002	0.74					
near	1 - NGSL	427	63.721	235.55	0.9497	"68,302"	449	0.0002	0.73					
human	1 - NGSL	428	63.719	235.43	0.9514	"68,170"	451	0.0002	0.74					
computer	1 - NGSL	429	63.717	235.32	0.8632	"74,092"	414	0.0003	0.73					
situation	1 - NGSL	430	63.705	234.67	0.9613	"67,351"	457	0.0002	0.74					
staff	1 - NGSL	431	63.699	234.38	0.7975	"78,980"	379	0.0003	0.72					
activity	1 - NGSL	432	63.683	233.51	0.8734	"72,814"	422	0.0003	0.73					
film	1 - NGSL	433	63.664	232.46	0.9095	"70,001"	439	0.0003	0.73					
morning	1 - NGSL	434	63.647	231.57	0.9192	"69,099"	445	0.0003	0.73					
war	1 - NGSL	435	63.634	230.89	0.9047	"69,888"	441	0.0003	0.73					
account	1 - NGSL	436	63.630	230.68	0.8225	"75,899"	399	0.0003	0.72					
shop	1 - NGSL	437	63.617	229.98	0.8031	"76,947"	390	0.0003	0.72					
major	1 - NGSL	438	63.594	228.75	0.9394	"67,000"	460	0.0002	0.74					
someone	1 - NGSL	439	63.583	228.20	0.9488	"66,242"	465	0.0002	0.74					
above	1 - NGSL	440	63.579	227.99	0.9187	"68,045"	452	0.0002	0.74					
design	1 - NGSL	441	63.576	227.84	0.9029	"69,051"	446	0.0003	0.73					
event	1 - NGSL	442	63.574	227.74	0.9516	"65,941"	469	0.0002	0.74					
special	1 - NGSL	443	63.571	227.57	0.9552	"65,672"	471	0.0002	0.74					
sometimes	1 - NGSL	444	63.567	227.37	0.9765	"64,360"	477	0.0002	0.74					
condition	1 - NGSL	445	63.540	225.94	0.8993	"68,717"	448	0.0003	0.73					
carry	1 - NGSL	446	63.537	225.80	0.9722	"64,169"	480	0.0002	0.74					
choose	1 - NGSL	447	63.529	225.36	0.9297	"66,558"	463	0.0002	0.74					
father	1 - NGSL	448	63.514	224.59	0.9255	"66,587"	462	0.0002	0.74					
decision	1 - NGSL	449	63.507	224.26	0.9658	"64,112"	481	0.0002	0.74					
table	1 - NGSL	450	63.500	223.87	0.9593	"64,357"	478	0.0002	0.74					
certain	1 - NGSL	451	63.489	223.32	0.9492	"64,833"	472	0.0002	0.74					
forward	1 - NGSL	452	63.484	223.07	0.8726	"69,588"	442	0.0003	0.73					
main	1 - NGSL	453	63.478	222.75	0.9231	"66,208"	467	0.0002	0.74					
die	1 - NGSL	454	63.471	222.41	0.9770	"62,931"	487	0.0002	0.74					
bear	1 - NGSL	455	63.455	221.55	0.9126	"66,510"	464	0.0002	0.74					
cut	1 - NGSL	456	63.452	221.39	0.9670	"63,216"	485	0.0002	0.74					
describe	1 - NGSL	457	63.434	220.47	0.9124	"66,213"	466	0.0002	0.74					
himself	1 - NGSL	458	63.422	219.89	0.8625	"69,251"	443	0.0003	0.73					
available	1 - NGSL	459	63.421	219.82	0.8829	"67,963"	453	0.0002	0.74					
especially	1 - NGSL	460	63.421	219.82	0.9767	"62,211"	491	0.0002	0.74					
strong	1 - NGSL	461	63.379	217.74	0.9877	"61,025"	500	0.0002	0.75					
rise	1 - NGSL	462	63.377	217.62	0.9649	"62,245"	490	0.0002	0.74					
girl	1 - NGSL	463	63.372	217.36	0.9228	"64,609"	476	0.0002	0.74					
maybe	1 - NGSL	464	63.368	217.18	0.8544	"69,111"	444	0.0003	0.73					
community	1 - NGSL	465	63.366	217.07	0.9269	"64,344"	479	0.0002	0.74					
else	1 - NGSL	466	63.337	215.62	0.9127	"64,760"	475	0.0002	0.74					
particular	1 - NGSL	467	63.334	215.48	0.9358	"63,323"	484	0.0002	0.74					
role	1 - NGSL	468	63.328	215.18	0.9245	"63,891"	483	0.0002	0.74					
join	1 - NGSL	469	63.325	215.04	0.9100	"64,762"	474	0.0002	0.74					
difficult	1 - NGSL	470	63.318	214.71	0.9847	"60,338"	504	0.0002	0.75					
please	1 - NGSL	471	63.280	212.83	0.8004	"71,438"	429	0.0003	0.73					
detail	1 - NGSL	472	63.280	212.81	0.9474	"61,856"	492	0.0002	0.75					
difference	1 - NGSL	473	63.265	212.09	0.9221	"63,121"	486	0.0002	0.74					
action	1 - NGSL	474	63.214	209.59	0.9449	"61,073"	499	0.0002	0.75					
health	1 - NGSL	475	63.205	209.18	0.9511	"60,614"	502	0.0002	0.75					
eat	1 - NGSL	476	63.194	208.64	0.9115	"62,688"	488	0.0002	0.74					
step	1 - NGSL	477	63.176	207.76	0.9781	"58,730"	516	0.0002	0.75					
true	1 - NGSL	478	63.172	207.57	0.9821	"58,467"	518	0.0002	0.75					
phone	1 - NGSL	479	63.163	207.15	0.8700	"64,790"	473	0.0002	0.74					
themselves	1 - NGSL	480	63.161	207.04	0.9846	"58,183"	522	0.0002	0.75					
draw	1 - NGSL	481	63.154	206.73	0.9594	"59,426"	510	0.0002	0.75					
white	1 - NGSL	482	63.141	206.10	0.9567	"59,393"	511	0.0002	0.75					
date	1 - NGSL	483	63.125	205.35	0.8446	"66,015"	468	0.0002	0.74					
practice	1 - NGSL	484	63.124	205.29	0.9141	"61,548"	495	0.0002	0.75					
model	1 - NGSL	485	63.118	205.04	0.7856	"69,948"	440	0.0003	0.73					
raise	1 - NGSL	486	63.107	204.52	0.9845	"57,484"	530	0.0002	0.75					
customer	1 - NGSL	487	63.107	204.50	0.8250	"66,960"	461	0.0002	0.74					
front	1 - NGSL	488	63.066	202.59	0.9649	"57,944"	525	0.0002	0.75					
explain	1 - NGSL	489	63.057	202.18	0.9829	"56,902"	533	0.0002	0.75					
door	1 - NGSL	490	63.052	201.94	0.7934	"68,246"	450	0.0002	0.74					
outside	1 - NGSL	491	63.020	200.43	0.9887	"56,122"	537	0.0002	0.75					
behind	1 - NGSL	492	63.006	199.81	0.9272	"59,161"	514	0.0002	0.75					
economic	1 - NGSL	493	62.989	199.03	0.8989	"60,612"	503	0.0002	0.75					
site	1 - NGSL	494	62.985	198.83	0.9187	"59,370"	512	0.0002	0.75					
approach	1 - NGSL	495	62.978	198.54	0.9060	"59,990"	507	0.0002	0.75					
teacher	1 - NGSL	496	62.978	198.52	0.9354	"58,336"	519	0.0002	0.75					
land	1 - NGSL	497	62.935	196.58	0.9734	"55,800"	541	0.0002	0.76					
charge	1 - NGSL	498	62.935	196.57	0.8701	"61,650"	494	0.0002	0.75					
finally	1 - NGSL	499	62.934	196.51	0.9383	"57,577"	529	0.0002	0.75					
sign	1 - NGSL	500	62.934	196.50	0.9777	"55,568"	543	0.0002	0.76					
claim	1 - NGSL	501	62.932	196.42	0.9164	"58,775"	515	0.0002	0.75					
relationship	1 - NGSL	502	62.929	196.28	0.9509	"56,870"	534	0.0002	0.75					
travel	1 - NGSL	503	62.911	195.48	0.8869	"60,134"	506	0.0002	0.75					
enjoy	1 - NGSL	504	62.893	194.66	0.8460	"62,329"	489	0.0002	0.74					
death	1 - NGSL	505	62.887	194.42	0.9570	"56,019"	539	0.0002	0.76					
nice	1 - NGSL	506	62.862	193.31	0.7877	"65,860"	470	0.0002	0.74					
amount	1 - NGSL	507	62.862	193.28	0.8802	"59,973"	508	0.0002	0.75					
improve	1 - NGSL	508	62.832	191.94	0.8508	"61,195"	497	0.0002	0.75					
picture	1 - NGSL	509	62.831	191.90	0.9915	"53,603"	558	0.0002	0.76					
boy	1 - NGSL	510	62.825	191.65	0.9500	"55,559"	544	0.0002	0.76					
regard	1 - NGSL	511	62.821	191.48	0.8654	"60,160"	505	0.0002	0.75					
organization	1 - NGSL	512	62.821	191.48	0.9012	"58,147"	523	0.0002	0.75					
happy	1 - NGSL	513	62.810	191.00	0.8504	"60,890"	501	0.0002	0.75					
couple	1 - NGSL	514	62.810	190.99	0.9655	"54,614"	548	0.0002	0.76					
act	1 - NGSL	515	62.796	190.36	0.9640	"54,500"	552	0.0002	0.76					
range	1 - NGSL	516	62.786	189.93	0.8894	"58,308"	520	0.0002	0.75					
quality	1 - NGSL	517	62.782	189.77	0.9261	"56,263"	535	0.0002	0.75					
project	1 - NGSL	518	62.782	189.76	0.9336	"55,879"	540	0.0002	0.76					
round	1 - NGSL	519	62.771	189.30	0.8679	"59,352"	513	0.0002	0.75					
opportunity	1 - NGSL	520	62.762	188.87	0.9546	"54,547"	551	0.0002	0.76					
road	1 - NGSL	521	62.761	188.84	0.9646	"54,033"	554	0.0002	0.76					
accord	1 - NGSL	522	62.741	187.98	0.9158	"56,259"	536	0.0002	0.75					
list	1 - NGSL	523	62.729	187.45	0.9458	"54,576"	550	0.0002	0.76					
wish	1 - NGSL	524	62.726	187.31	0.9154	"56,069"	538	0.0002	0.76					
therefore	1 - NGSL	525	62.720	187.06	0.8846	"57,681"	528	0.0002	0.75					
wear	1 - NGSL	526	62.715	186.84	0.8915	"57,198"	531	0.0002	0.75					
fund	1 - NGSL	527	62.712	186.74	0.6425	"76,435"	395	0.0003	0.72					
rest	1 - NGSL	528	62.706	186.45	0.9773	"52,738"	564	0.0002	0.76					
kid	1 - NGSL	529	62.696	186.04	0.8234	"61,173"	498	0.0002	0.75					
industry	1 - NGSL	530	62.682	185.45	0.8900	"56,972"	532	0.0002	0.75					
education	1 - NGSL	531	62.675	185.13	0.9516	"53,606"	557	0.0002	0.76					
measure	1 - NGSL	532	62.670	184.91	0.8699	"57,885"	526	0.0002	0.75					
kill	1 - NGSL	533	62.647	183.94	0.9371	"53,991"	555	0.0002	0.76					
serve	1 - NGSL	534	62.637	183.52	0.9401	"53,710"	556	0.0002	0.76					
likely	1 - NGSL	535	62.618	182.72	0.9395	"53,498"	559	0.0002	0.76					
certainly	1 - NGSL	536	62.592	181.65	0.9490	"52,737"	565	0.0002	0.76					
national	1 - NGSL	537	62.584	181.29	0.9105	"54,602"	549	0.0002	0.76					
itself	1 - NGSL	538	62.573	180.85	0.9611	"51,909"	570	0.0002	0.76					
teach	1 - NGSL	539	62.570	180.73	0.9794	"51,027"	580	0.0002	0.76					
field	1 - NGSL	540	62.568	180.61	0.9669	"51,571"	576	0.0002	0.76					
security	1 - NGSL	541	62.541	179.53	0.6135	"76,756"	391	0.0003	0.72					
air	1 - NGSL	542	62.530	179.05	0.9596	"51,465"	577	0.0002	0.76					
benefit	1 - NGSL	543	62.529	179.04	0.9263	"53,096"	560	0.0002	0.76					
trade	1 - NGSL	544	62.518	178.55	0.8398	"57,746"	527	0.0002	0.75					
risk	1 - NGSL	545	62.517	178.54	0.8822	"55,266"	546	0.0002	0.76					
news	1 - NGSL	546	62.512	178.33	0.8790	"55,399"	545	0.0002	0.76					
standard	1 - NGSL	547	62.503	177.95	0.9199	"53,084"	561	0.0002	0.76					
vote	1 - NGSL	548	62.488	177.35	0.8288	"58,054"	524	0.0002	0.75					
percent	1 - NGSL	549	62.487	177.28	0.8243	"58,200"	521	0.0002	0.75					
focus	1 - NGSL	550	62.478	176.91	0.9317	"52,185"	568	0.0002	0.76					
stage	1 - NGSL	551	62.473	176.72	0.9135	"53,016"	562	0.0002	0.76					
space	1 - NGSL	552	62.464	176.35	0.9696	"50,228"	594	0.0002	0.77					
instead	1 - NGSL	553	62.460	176.20	0.9797	"49,730"	598	0.0002	0.77					
realize	1 - NGSL	554	62.455	176.00	0.9684	"50,184"	595	0.0002	0.77					
usually	1 - NGSL	555	62.436	175.21	0.9594	"50,367"	589	0.0002	0.76					
data	1 - NGSL	556	62.418	174.50	0.7516	"61,826"	493	0.0002	0.75					
single	1 - NGSL	557	62.410	174.16	0.9553	"50,258"	592	0.0002	0.77					
address	1 - NGSL	558	62.372	172.67	0.9636	"49,460"	601	0.0002	0.77					
performance	1 - NGSL	559	62.360	172.19	0.8901	"52,848"	563	0.0002	0.76					
chance	1 - NGSL	560	62.358	172.11	0.9734	"48,857"	607	0.0002	0.77					
accept	1 - NGSL	561	62.355	172.00	0.9803	"48,524"	613	0.0002	0.77					
society	1 - NGSL	562	62.352	171.87	0.9299	"50,765"	583	0.0002	0.76					
technology	1 - NGSL	563	62.352	171.87	0.9117	"51,671"	575	0.0002	0.76					
mention	1 - NGSL	564	62.351	171.84	0.9718	"48,850"	608	0.0002	0.77					
choice	1 - NGSL	565	62.331	171.05	0.9872	"47,958"	622	0.0002	0.77					
save	1 - NGSL	566	62.327	170.88	0.9758	"48,404"	614	0.0002	0.77					
common	1 - NGSL	567	62.317	170.50	0.9325	"50,251"	593	0.0002	0.77					
culture	1 - NGSL	568	62.294	169.58	0.8785	"52,591"	566	0.0002	0.76					
total	1 - NGSL	569	62.284	169.18	0.8327	"55,046"	547	0.0002	0.76					
demand	1 - NGSL	570	62.271	168.70	0.9570	"48,607"	612	0.0002	0.77					
material	1 - NGSL	571	62.264	168.43	0.8983	"51,294"	578	0.0002	0.76					
limit	1 - NGSL	572	62.254	168.05	0.9115	"50,535"	585	0.0002	0.76					
listen	1 - NGSL	573	62.253	168.01	0.9135	"50,414"	588	0.0002	0.76					
due	1 - NGSL	574	62.233	167.24	0.8814	"51,738"	574	0.0002	0.76					
wrong	1 - NGSL	575	62.229	167.06	0.9570	"48,138"	618	0.0002	0.77					
foot	1 - NGSL	576	62.217	166.60	0.9057	"50,331"	591	0.0002	0.77					
effort	1 - NGSL	577	62.216	166.58	0.9749	"47,230"	629	0.0002	0.77					
attention	1 - NGSL	578	62.210	166.34	0.9808	"46,904"	637	0.0002	0.77					
upon	1 - NGSL	579	62.205	166.17	0.8728	"51,865"	572	0.0002	0.76					
check	1 - NGSL	580	62.203	166.09	0.9753	"47,073"	632	0.0002	0.77					
complete	1 - NGSL	581	62.203	166.06	0.9238	"49,346"	603	0.0002	0.77					
lie	1 - NGSL	582	62.192	165.67	0.8991	"50,360"	590	0.0002	0.77					
pick	1 - NGSL	583	62.190	165.57	0.9429	"48,327"	616	0.0002	0.77					
reduce	1 - NGSL	584	62.187	165.47	0.8972	"50,448"	587	0.0002	0.76					
personal	1 - NGSL	585	62.186	165.42	0.9756	"46,865"	638	0.0002	0.77					
ground	1 - NGSL	586	62.179	165.15	0.9645	"47,257"	628	0.0002	0.77					
animal	1 - NGSL	587	62.171	164.84	0.9039	"49,874"	597	0.0002	0.77					
arrive	1 - NGSL	588	62.169	164.78	0.8617	"51,926"	569	0.0002	0.76					
patient	1 - NGSL	589	62.167	164.70	0.7462	"58,685"	517	0.0002	0.75					
current	1 - NGSL	590	62.150	164.05	0.8741	"51,180"	579	0.0002	0.76					
century	1 - NGSL	591	62.135	163.49	0.8764	"50,826"	582	0.0002	0.76					
evidence	1 - NGSL	592	62.131	163.35	0.8833	"50,470"	586	0.0002	0.76					
exist	1 - NGSL	593	62.125	163.13	0.9207	"48,623"	610	0.0002	0.77					
similar	1 - NGSL	594	62.125	163.11	0.8977	"49,673"	599	0.0002	0.77					
fight	1 - NGSL	595	62.124	163.09	0.9370	"47,874"	624	0.0002	0.77					
leader	1 - NGSL	596	62.123	163.04	0.9047	"49,361"	602	0.0002	0.77					
fine	1 - NGSL	597	62.106	162.41	0.9790	"45,869"	653	0.0002	0.78					
street	1 - NGSL	598	62.105	162.38	0.9505	"47,061"	635	0.0002	0.77					
former	1 - NGSL	599	62.105	162.36	0.8877	"49,970"	596	0.0002	0.77					
contact	1 - NGSL	600	62.089	161.77	0.9086	"48,742"	609	0.0002	0.77					
particularly	1 - NGSL	601	62.085	161.63	0.9521	"46,783"	640	0.0002	0.77					
wife	1 - NGSL	602	62.064	160.84	0.9548	"46,428"	646	0.0002	0.77					
sport	1 - NGSL	603	62.056	160.55	0.7959	"54,163"	553	0.0002	0.76					
prepare	1 - NGSL	604	62.039	159.94	0.9711	"45,495"	658	0.0002	0.78					
discuss	1 - NGSL	605	62.031	159.61	0.9659	"45,617"	657	0.0002	0.78					
response	1 - NGSL	606	62.027	159.48	0.8968	"48,616"	611	0.0002	0.77					
voice	1 - NGSL	607	62.023	159.33	0.8316	"51,756"	573	0.0002	0.76					
piece	1 - NGSL	608	62.015	159.03	0.9726	"45,175"	660	0.0002	0.78					
finish	1 - NGSL	609	62.000	158.47	0.9476	"46,045"	652	0.0002	0.78					
suppose	1 - NGSL	610	61.972	157.48	0.8969	"48,003"	621	0.0002	0.77					
apply	1 - NGSL	611	61.972	157.47	0.8954	"48,093"	619	0.0002	0.77					
president	1 - NGSL	612	61.970	157.38	0.6479	"63,892"	482	0.0002	0.74					
fire	1 - NGSL	613	61.961	157.07	0.9589	"45,180"	659	0.0002	0.78					
compare	1 - NGSL	614	61.952	156.75	0.8903	"48,070"	620	0.0002	0.77					
court	1 - NGSL	615	61.936	156.16	0.9224	"46,495"	644	0.0002	0.77					
police	1 - NGSL	616	61.935	156.13	0.9604	"44,858"	663	0.0002	0.78					
store	1 - NGSL	617	61.924	155.74	0.9353	"45,766"	654	0.0002	0.78					
poor	1 - NGSL	618	61.918	155.53	0.9819	"43,812"	673	0.0002	0.78					
knowledge	1 - NGSL	619	61.915	155.41	0.9137	"46,599"	641	0.0002	0.77					
laugh	1 - NGSL	620	61.908	155.16	0.4900	"78,502"	385	0.0003	0.72					
arm	1 - NGSL	621	61.905	155.04	0.8538	"49,255"	604	0.0002	0.77					
heart	1 - NGSL	622	61.900	154.88	0.9472	"45,018"	661	0.0002	0.78					
source	1 - NGSL	623	61.897	154.78	0.8980	"47,130"	630	0.0002	0.77					
